Policy_Number,Customer_ID,Vehicle_ID,Vehicle_Make,Policy_Start_Date,Policy_End_Date,Premium_Amount,Claim_Number,Payment_Date,Payment_Method,Coverage_Type,Agent_ID,Region_Name,Policy_Term,Deductible,Claim_Date,Claim_Amount,Claim_Status,Claim_Type
P24512492,CUST3609,V566966,Nissan,7/15/2022,6/19/2024,1720,CLM5328,8/27/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,585,10/22/2024,9121,Pending,Vandalism
P38430026,CUST3610,V191379,Chevrolet,6/27/2022,4/17/2025,1562,CLM1169,2/27/2024,Cash,Third Party,AG102,Central,12 months,515,3/27/2024,3060,Pending,Flood
P24180593,CUST3611,V501100,Nissan,12/5/2023,11/21/2024,1077,CLM6476,10/25/2024,Cash,Collision,AG103,Central,12 months,497,5/2/2024,6569,Approved,Theft
P28264820,CUST3612,V366769,Chevrolet,12/24/2022,1/29/2025,544,CLM1168,5/14/2024,Bank Transfer,Third Party,AG104,Central,12 months,705,9/25/2023,7051,Denied,Flood
P28376226,CUST3613,V459663,Chevrolet,1/13/2023,4/20/2024,1206,CLM9417,12/9/2023,Bank Transfer,Third Party,AG103,Central,12 months,650,9/12/2024,3510,Approved,Theft
P45003067,CUST3614,V216284,Hyundai,11/10/2023,9/20/2024,1188,CLM1919,3/20/2023,Bank Transfer,Collision,AG103,Central,12 months,675,12/27/2023,9880,Denied,Accident
P93368300,CUST3615,V870044,Hyundai,10/29/2023,4/21/2025,1303,CLM8297,1/20/2024,Credit Card,Third Party,AG103,Central,12 months,623,11/18/2023,5381,Denied,Vandalism
P12330725,CUST3616,V978330,Mercedes,9/2/2022,10/5/2025,988,CLM3660,7/25/2023,Credit Card,Comprehensive,AG101,Central,12 months,538,5/19/2024,8017,Denied,Theft
P76834691,CUST3617,V452783,Chevrolet,12/16/2022,10/23/2025,1309,CLM2393,6/10/2023,Credit Card,Collision,AG103,Central,12 months,831,10/27/2023,2002,Pending,Vandalism
P98643840,CUST3618,V851024,Toyota,4/21/2022,3/3/2024,1130,CLM8016,1/9/2024,Cash,Third Party,AG105,Central,12 months,997,11/13/2024,4727,Denied,Flood
P89710499,CUST3619,V756451,Chevrolet,8/24/2022,7/2/2025,1065,CLM1975,8/23/2023,Bank Transfer,Third Party,AG103,Central,12 months,508,3/14/2023,3859,Denied,Fire
P24387717,CUST3620,V823479,Kia,5/20/2023,5/26/2024,1323,CLM9519,11/22/2023,Cash,Third Party,AG101,Central,12 months,407,6/24/2024,1619,Approved,Theft
P23942710,CUST3621,V327956,Kia,9/16/2023,7/11/2024,848,CLM6271,11/5/2023,Cash,Comprehensive,AG103,Central,12 months,671,12/29/2024,5397,Pending,Vandalism
P35195791,CUST3622,V864492,Nissan,11/22/2022,12/12/2024,1102,CLM6750,5/2/2024,Bank Transfer,Collision,AG103,Central,12 months,754,4/5/2024,9906,Approved,Flood
P36664969,CUST3623,V626125,Volkswagen,12/8/2023,5/27/2024,842,CLM5526,10/23/2024,Credit Card,Third Party,AG101,Central,12 months,375,2/29/2024,1718,Pending,Theft
P41034198,CUST3624,V968369,Hyundai,7/14/2023,9/22/2024,562,CLM1430,9/7/2023,Credit Card,Collision,AG101,Central,12 months,959,9/26/2023,7415,Denied,Vandalism
P51577152,CUST3625,V792137,Mercedes,3/25/2022,1/20/2024,1352,CLM7118,5/21/2023,Credit Card,Third Party,AG103,Central,12 months,615,1/24/2023,5696,Pending,Theft
P33407430,CUST3626,V145248,Chevrolet,11/13/2022,2/12/2024,1112,CLM3690,8/23/2024,Bank Transfer,Comprehensive,AG100,Central,12 months,141,1/22/2024,3830,Pending,Flood
P37841638,CUST3627,V358233,Ford,11/11/2023,4/10/2024,526,CLM4692,2/6/2024,Cash,Third Party,AG100,Central,12 months,903,1/22/2024,6367,Approved,Fire
P22842744,CUST3628,V455942,Nissan,11/13/2022,4/11/2025,891,CLM8078,8/3/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,514,5/2/2023,7060,Pending,Accident
P76134068,CUST3629,V206418,Honda,9/11/2023,11/18/2025,1885,CLM5824,1/12/2023,Cash,Comprehensive,AG101,Central,12 months,149,8/1/2024,1861,Denied,Accident
P80672676,CUST3630,V570491,Honda,12/29/2023,3/7/2025,1072,CLM1508,5/13/2023,Cash,Collision,AG101,Central,12 months,398,4/2/2023,6553,Denied,Accident
P46947651,CUST3631,V428749,BMW,2/28/2022,3/16/2025,559,CLM8133,12/26/2024,Credit Card,Collision,AG101,Central,12 months,245,11/4/2023,3591,Approved,Fire
P34033927,CUST3632,V623647,Ford,1/20/2023,12/30/2024,1593,CLM6804,7/21/2024,Credit Card,Comprehensive,AG101,Central,12 months,504,1/16/2024,2480,Pending,Theft
P69173906,CUST3633,V650849,Honda,1/16/2022,1/23/2025,933,CLM6212,9/21/2024,Bank Transfer,Comprehensive,AG101,Central,12 months,421,11/13/2023,8411,Denied,Accident
P78736962,CUST3634,V764719,Volkswagen,7/2/2023,7/16/2025,1475,CLM1799,9/5/2024,Cash,Collision,AG103,Central,12 months,443,12/23/2024,1160,Pending,Theft
P99648533,CUST3635,V964203,BMW,4/9/2022,5/8/2025,781,CLM9670,12/13/2023,Cash,Third Party,AG100,Central,12 months,373,1/29/2024,1464,Denied,Vandalism
P15141391,CUST3636,V774513,Kia,7/5/2022,1/3/2025,1550,CLM7758,4/20/2024,Cash,Comprehensive,AG100,Central,12 months,329,10/13/2023,2409,Approved,Flood
P38373204,CUST3637,V333458,Honda,10/3/2022,11/16/2024,586,CLM3842,3/21/2023,Credit Card,Comprehensive,AG103,Central,12 months,417,4/23/2024,8091,Approved,Accident
P92774152,CUST3638,V447156,BMW,4/29/2023,5/29/2024,1981,CLM6420,10/12/2024,Bank Transfer,Comprehensive,AG101,Central,12 months,379,2/1/2023,7147,Pending,Vandalism
P24914245,CUST3639,V885072,Honda,8/17/2023,6/22/2024,999,CLM6958,6/17/2024,Credit Card,Third Party,AG103,Central,12 months,317,2/28/2024,8853,Approved,Accident
P86660023,CUST3640,V533775,Ford,1/13/2023,1/12/2024,1701,CLM4559,7/15/2024,Bank Transfer,Collision,AG103,Central,12 months,465,1/7/2023,3928,Denied,Accident
P81078243,CUST3641,V204164,Nissan,5/12/2022,9/8/2024,749,CLM5782,4/19/2023,Bank Transfer,Collision,AG100,Central,12 months,571,7/9/2023,2237,Denied,Accident
P99617994,CUST3642,V567759,Honda,10/9/2023,8/31/2024,1380,CLM9480,12/2/2024,Bank Transfer,Third Party,AG101,Central,12 months,910,12/6/2023,9175,Pending,Theft
P90588573,CUST3643,V731498,Mercedes,3/18/2022,5/30/2025,1127,CLM5717,6/3/2024,Cash,Comprehensive,AG103,Central,12 months,791,2/29/2024,7049,Approved,Vandalism
P95828838,CUST3644,V555174,Mercedes,4/13/2022,4/1/2024,568,CLM9870,2/25/2023,Cash,Third Party,AG101,Central,12 months,225,12/15/2023,9161,Pending,Flood
P39503939,CUST3645,V384578,Chevrolet,2/28/2023,11/25/2025,1652,CLM8451,9/17/2023,Bank Transfer,Collision,AG103,Central,12 months,661,1/21/2023,9477,Approved,Vandalism
P84828803,CUST3646,V100802,BMW,10/24/2022,11/13/2025,1960,CLM7971,7/16/2024,Cash,Comprehensive,AG102,Central,12 months,946,10/3/2024,5241,Pending,Accident
P15076312,CUST3647,V315602,Ford,5/4/2022,6/15/2025,1713,CLM2518,3/6/2024,Cash,Comprehensive,AG101,Central,12 months,697,4/3/2024,6088,Pending,Accident
P78999163,CUST3648,V434695,Chevrolet,8/8/2023,4/9/2024,1044,CLM7330,2/15/2023,Credit Card,Collision,AG103,Central,12 months,691,1/19/2024,3804,Denied,Accident
P15597475,CUST3649,V164194,Hyundai,1/25/2023,2/23/2025,1036,CLM8422,6/23/2023,Credit Card,Third Party,AG103,Central,12 months,652,8/12/2024,6346,Denied,Theft
P16152983,CUST3650,V907978,Nissan,3/13/2022,3/12/2025,983,CLM9439,4/24/2024,Bank Transfer,Comprehensive,AG101,Central,12 months,805,8/30/2024,2159,Approved,Theft
P73363693,CUST3651,V597856,Honda,11/17/2023,5/9/2025,1509,CLM7850,12/8/2023,Cash,Collision,AG100,Central,12 months,240,12/6/2023,8791,Approved,Vandalism
P32938591,CUST3652,V279464,BMW,2/21/2023,12/1/2025,1924,CLM6787,10/31/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,547,7/7/2024,6945,Pending,Flood
P73141458,CUST3653,V354180,Ford,6/4/2023,9/21/2025,1014,CLM7748,9/10/2023,Cash,Third Party,AG101,Central,12 months,157,3/1/2023,1641,Pending,Accident
P23555724,CUST3654,V298539,Ford,6/10/2022,10/26/2025,1316,CLM7018,10/31/2024,Cash,Third Party,AG103,Central,12 months,672,9/30/2024,8780,Pending,Flood
P90188089,CUST3655,V730390,Honda,8/31/2022,11/8/2025,592,CLM3328,10/3/2024,Bank Transfer,Comprehensive,AG101,Central,12 months,126,10/1/2024,2383,Denied,Accident
P94581660,CUST3656,V154652,Ford,8/4/2023,3/10/2025,1143,CLM5528,7/16/2023,Cash,Third Party,AG104,Central,12 months,357,11/26/2023,5178,Denied,Vandalism
P99283722,CUST3657,V860403,Hyundai,10/16/2023,4/26/2025,892,CLM8921,1/9/2023,Bank Transfer,Collision,AG101,Central,12 months,114,7/27/2023,7334,Denied,Flood
P16284240,CUST3658,V956622,Volkswagen,7/16/2023,10/27/2025,645,CLM4659,10/1/2023,Cash,Comprehensive,AG100,Central,12 months,499,1/10/2024,2462,Pending,Flood
P63440676,CUST3659,V810072,Chevrolet,8/31/2023,4/9/2025,626,CLM1449,12/9/2023,Credit Card,Collision,AG103,Central,12 months,529,10/14/2024,7329,Denied,Vandalism
P11543474,CUST3660,V391179,Nissan,4/8/2023,12/17/2025,1516,CLM4545,8/4/2023,Cash,Comprehensive,AG103,Central,12 months,263,1/23/2023,9748,Pending,Vandalism
P71743667,CUST3661,V649222,BMW,6/14/2023,7/20/2024,1892,CLM5566,2/19/2024,Cash,Collision,AG103,Central,12 months,720,9/14/2023,2281,Approved,Accident
P66290106,CUST3662,V824399,Hyundai,12/9/2022,10/20/2024,1681,CLM5476,10/18/2024,Credit Card,Comprehensive,AG100,Central,12 months,878,3/19/2023,5185,Denied,Vandalism
P87574318,CUST3663,V283728,Mercedes,3/12/2022,5/10/2024,1764,CLM1478,5/18/2024,Cash,Third Party,AG102,Central,12 months,676,5/13/2024,3456,Pending,Theft
P72909553,CUST3664,V458167,Hyundai,1/15/2022,3/27/2025,576,CLM4411,6/21/2024,Bank Transfer,Collision,AG108,Central,12 months,384,8/29/2024,1991,Denied,Theft
P67237646,CUST3665,V464155,Nissan,4/2/2022,12/27/2025,1682,CLM4442,2/1/2023,Credit Card,Comprehensive,AG103,Central,12 months,447,9/24/2024,8769,Pending,Fire
P60848501,CUST3666,V752355,Ford,2/17/2023,6/20/2024,1683,CLM3139,1/30/2024,Cash,Third Party,AG101,Central,12 months,230,8/25/2023,5558,Pending,Fire
P25319612,CUST3667,V842452,Nissan,3/22/2022,11/8/2024,1189,CLM2903,10/30/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,333,10/5/2024,5996,Pending,Theft
P99685956,CUST3668,V218410,BMW,9/6/2023,11/15/2024,978,CLM8198,1/22/2024,Cash,Collision,AG103,Central,12 months,334,8/26/2023,6721,Denied,Accident
P30112153,CUST3669,V751184,BMW,12/3/2022,3/27/2025,751,CLM2871,10/21/2024,Bank Transfer,Comprehensive,AG102,Central,12 months,860,10/4/2024,4844,Approved,Fire
P21745409,CUST3670,V538124,Toyota,7/21/2023,5/20/2025,874,CLM5206,7/17/2024,Cash,Comprehensive,AG101,Central,12 months,238,12/30/2024,2541,Pending,Fire
P21978901,CUST3671,V654958,Mercedes,8/13/2022,6/29/2024,1270,CLM2596,10/9/2023,Credit Card,Comprehensive,AG100,Central,12 months,749,6/22/2023,5370,Pending,Flood
P57370139,CUST3672,V255926,Honda,1/26/2022,3/18/2024,1350,CLM1813,9/17/2024,Bank Transfer,Third Party,AG103,Central,12 months,439,2/10/2024,4827,Approved,Theft
P51700754,CUST3673,V269485,Chevrolet,8/28/2023,8/4/2024,1208,CLM7793,5/7/2023,Bank Transfer,Comprehensive,AG101,Central,12 months,914,2/11/2023,8336,Denied,Flood
P15168804,CUST3674,V857368,Ford,7/12/2022,8/1/2025,1698,CLM5540,2/21/2023,Bank Transfer,Comprehensive,AG102,Central,12 months,313,9/29/2024,2537,Pending,Fire
P50588744,CUST3675,V644269,Hyundai,2/2/2022,5/13/2025,1719,CLM2601,3/6/2023,Credit Card,Comprehensive,AG104,Central,12 months,914,9/4/2023,3008,Denied,Vandalism
P98293610,CUST3676,V473944,Hyundai,3/9/2023,10/11/2024,577,CLM7740,8/29/2024,Cash,Collision,AG100,Central,12 months,701,1/6/2024,6409,Approved,Accident
P72258813,CUST3677,V645195,Hyundai,9/9/2022,3/30/2024,849,CLM8999,3/6/2024,Credit Card,Collision,AG101,Central,12 months,981,6/29/2023,8315,Pending,Vandalism
P33871938,CUST3678,V987137,Nissan,12/29/2022,8/29/2025,1695,CLM9651,4/18/2023,Cash,Comprehensive,AG100,Central,12 months,669,12/6/2024,5157,Pending,Accident
P83125428,CUST3679,V214125,Kia,7/22/2022,5/8/2025,1560,CLM6733,2/24/2024,Cash,Comprehensive,AG102,Central,12 months,447,5/20/2023,9783,Pending,Theft
P54304076,CUST3680,V171318,Kia,10/23/2022,5/27/2025,1330,CLM9503,9/4/2023,Cash,Collision,AG103,Central,12 months,351,4/2/2024,6805,Approved,Vandalism
P84671482,CUST3681,V708749,BMW,12/8/2022,1/11/2024,605,CLM7830,12/27/2023,Cash,Collision,AG103,Central,12 months,356,9/5/2024,2758,Denied,Fire
P55943627,CUST3682,V895147,Honda,4/24/2023,9/9/2024,1767,CLM6876,6/11/2023,Bank Transfer,Collision,AG104,Central,12 months,575,2/24/2024,5220,Denied,Flood
P66653954,CUST3683,V641216,Volkswagen,2/9/2022,2/25/2025,1116,CLM4183,9/17/2024,Cash,Comprehensive,AG101,Central,12 months,791,2/21/2023,8786,Pending,Accident
P86072103,CUST3684,V640199,Volkswagen,6/9/2023,12/28/2025,1667,CLM6728,4/7/2023,Cash,Comprehensive,AG104,Central,12 months,240,6/21/2023,5136,Approved,Vandalism
P93610945,CUST3685,V932301,Toyota,2/23/2023,9/12/2025,1387,CLM2153,7/16/2024,Credit Card,Comprehensive,AG103,Central,12 months,574,2/23/2023,6470,Denied,Vandalism
P93891939,CUST3686,V323474,BMW,11/25/2023,9/3/2025,1926,CLM3036,9/15/2024,Credit Card,Comprehensive,AG101,Central,12 months,487,4/18/2023,5408,Denied,Theft
P64215138,CUST3687,V176931,Hyundai,5/6/2023,6/3/2024,1133,CLM2710,6/7/2024,Bank Transfer,Third Party,AG103,Central,12 months,263,2/12/2023,2506,Denied,Fire
P76181701,CUST3688,V644498,BMW,3/7/2023,8/5/2025,575,CLM7351,10/27/2023,Cash,Collision,AG101,Central,12 months,825,3/26/2024,2265,Denied,Accident
P88045931,CUST3689,V863548,Kia,12/10/2022,1/3/2025,585,CLM1871,4/29/2023,Credit Card,Third Party,AG108,Central,12 months,322,8/3/2024,2193,Approved,Flood
P11690029,CUST3690,V194209,Ford,9/13/2023,12/28/2024,862,CLM7241,3/4/2023,Cash,Third Party,AG101,Central,12 months,572,12/6/2023,4615,Denied,Theft
P60627856,CUST3691,V896283,BMW,10/22/2022,9/25/2024,1831,CLM3024,12/2/2023,Cash,Comprehensive,AG103,Central,12 months,240,6/19/2024,8570,Denied,Fire
P70501112,CUST3692,V931664,Toyota,12/4/2023,9/17/2024,1585,CLM5471,11/20/2023,Credit Card,Collision,AG103,Central,12 months,366,1/24/2023,8300,Approved,Fire
P14046407,CUST3693,V580395,Hyundai,10/5/2023,11/3/2024,1085,CLM9658,8/6/2023,Credit Card,Comprehensive,AG103,Central,12 months,709,1/1/2023,8807,Pending,Theft
P57921998,CUST3694,V559539,Nissan,12/2/2022,8/30/2025,1047,CLM6499,9/17/2024,Bank Transfer,Collision,AG103,Central,12 months,156,4/3/2023,7610,Denied,Fire
P51057489,CUST3695,V547570,Kia,4/5/2022,5/22/2024,1168,CLM6124,6/11/2024,Cash,Comprehensive,AG104,Central,12 months,197,12/12/2024,3841,Denied,Flood
P14762774,CUST3696,V943399,Chevrolet,1/14/2022,8/7/2025,595,CLM4242,5/9/2024,Cash,Collision,AG103,Central,12 months,171,6/19/2023,3521,Pending,Fire
P34936943,CUST3697,V564349,Hyundai,6/26/2022,12/14/2025,1070,CLM1807,7/7/2024,Cash,Collision,AG102,Central,12 months,927,7/16/2024,8513,Denied,Accident
P43022861,CUST3698,V595543,BMW,1/23/2023,10/6/2024,949,CLM7352,3/23/2024,Credit Card,Third Party,AG104,Central,12 months,959,5/18/2024,9240,Denied,Accident
P21670129,CUST3699,V878807,Honda,4/17/2023,7/16/2024,1692,CLM5695,6/10/2024,Credit Card,Third Party,AG108,Central,12 months,985,10/29/2023,2757,Pending,Vandalism
P46272442,CUST3700,V100922,Toyota,8/27/2022,10/25/2025,1760,CLM8983,5/11/2023,Cash,Comprehensive,AG101,Central,12 months,702,3/17/2024,3710,Pending,Fire
P90761598,CUST3701,V268494,Hyundai,9/17/2022,4/5/2025,1141,CLM8086,2/5/2024,Bank Transfer,Collision,AG103,Central,12 months,554,11/7/2023,6206,Denied,Accident
P37781601,CUST3702,V712370,Toyota,2/9/2022,3/27/2025,1381,CLM3778,3/15/2023,Bank Transfer,Comprehensive,AG104,Central,12 months,591,3/25/2023,8282,Approved,Fire
P25223518,CUST3703,V327320,Chevrolet,9/24/2023,3/31/2024,1337,CLM5325,1/27/2023,Credit Card,Third Party,AG102,Central,12 months,984,5/6/2024,7432,Approved,Fire
P81079207,CUST3704,V472131,Chevrolet,8/11/2023,7/20/2025,1250,CLM5178,3/22/2023,Credit Card,Third Party,AG101,Central,12 months,741,8/9/2024,4254,Pending,Theft
P87771092,CUST3705,V534669,Chevrolet,5/4/2022,5/5/2024,629,CLM3802,5/7/2023,Credit Card,Collision,AG100,Central,12 months,247,7/16/2024,5231,Approved,Fire
P58941854,CUST3706,V576120,BMW,5/27/2022,7/13/2024,1611,CLM9986,9/10/2024,Cash,Collision,AG102,Central,12 months,560,3/9/2023,2000,Pending,Accident
P86273725,CUST3707,V699278,Ford,1/27/2022,5/5/2024,1199,CLM4545,1/12/2024,Credit Card,Comprehensive,AG104,Central,12 months,464,10/7/2024,6761,Approved,Vandalism
P88018901,CUST3708,V448694,BMW,7/26/2023,3/17/2024,1936,CLM9217,7/22/2023,Cash,Comprehensive,AG101,Central,12 months,227,4/11/2024,4626,Denied,Fire
P48308538,CUST3709,V299985,Ford,6/27/2022,12/20/2024,1716,CLM8798,3/7/2024,Credit Card,Third Party,AG103,Central,12 months,842,1/5/2024,6026,Approved,Fire
P87734468,CUST3710,V777192,Mercedes,12/30/2023,3/22/2025,1512,CLM4447,8/19/2023,Bank Transfer,Collision,AG105,Central,12 months,571,6/21/2023,7956,Denied,Accident
P85850909,CUST3711,V324626,Nissan,12/15/2023,6/27/2024,1609,CLM1195,3/18/2023,Credit Card,Third Party,AG101,Central,12 months,761,9/4/2024,8217,Pending,Theft
P25846690,CUST3712,V418268,Hyundai,1/13/2023,10/24/2024,1309,CLM2827,3/1/2024,Cash,Third Party,AG104,Central,12 months,581,1/21/2024,6258,Denied,Vandalism
P38815019,CUST3713,V905347,Ford,3/19/2022,12/14/2025,652,CLM2284,10/10/2023,Bank Transfer,Collision,AG103,Central,12 months,328,8/9/2024,1747,Approved,Fire
P21051166,CUST3714,V137810,Honda,10/1/2022,9/25/2025,935,CLM1860,5/3/2023,Bank Transfer,Third Party,AG101,Central,12 months,566,9/30/2023,2930,Approved,Flood
P82832160,CUST3715,V158287,Honda,5/14/2023,7/25/2024,1756,CLM8094,6/26/2024,Bank Transfer,Comprehensive,AG104,Central,12 months,715,1/19/2024,4044,Approved,Flood
P75087807,CUST3716,V252215,BMW,12/20/2023,2/12/2025,1878,CLM3224,10/5/2023,Cash,Third Party,AG100,Central,12 months,248,11/14/2024,4809,Denied,Theft
P29526126,CUST3717,V923231,Nissan,5/21/2022,3/8/2025,1902,CLM3501,12/21/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,742,6/30/2023,4314,Pending,Vandalism
P40964771,CUST3718,V134099,Nissan,1/28/2022,3/13/2024,1556,CLM1699,3/13/2024,Credit Card,Comprehensive,AG108,Central,12 months,134,10/11/2023,2598,Denied,Fire
P73782783,CUST3719,V466591,Honda,6/7/2023,9/22/2025,1153,CLM1376,3/17/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,523,3/20/2024,9628,Approved,Theft
P57455436,CUST3720,V164176,BMW,9/30/2022,11/16/2024,1722,CLM9962,9/14/2023,Cash,Collision,AG100,Central,12 months,125,4/4/2023,6345,Pending,Vandalism
P68427470,CUST3721,V730256,Ford,2/25/2023,7/14/2025,1170,CLM4640,9/27/2024,Cash,Third Party,AG104,Central,12 months,800,10/5/2024,5724,Pending,Theft
P61792369,CUST3722,V530612,Volkswagen,11/24/2023,2/18/2025,1795,CLM5206,12/20/2024,Bank Transfer,Comprehensive,AG100,Central,12 months,672,7/8/2024,9266,Pending,Fire
P29809857,CUST3723,V251302,BMW,11/7/2022,10/8/2024,1931,CLM3895,10/1/2024,Bank Transfer,Third Party,AG104,Central,12 months,103,4/11/2024,6165,Denied,Fire
P93608853,CUST3724,V141274,Volkswagen,10/30/2022,3/31/2024,815,CLM6608,3/23/2024,Credit Card,Collision,AG103,Central,12 months,928,4/13/2023,7975,Denied,Vandalism
P35594714,CUST3725,V431482,Nissan,6/26/2023,3/7/2025,1065,CLM4529,10/20/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,126,1/27/2024,4613,Approved,Theft
P30136723,CUST3726,V402514,Honda,11/6/2022,5/2/2025,1066,CLM5147,8/26/2023,Bank Transfer,Comprehensive,AG101,Central,12 months,757,10/20/2023,3839,Pending,Fire
P17642068,CUST3727,V987825,Honda,4/18/2022,8/1/2024,584,CLM9260,12/28/2024,Cash,Third Party,AG100,Central,12 months,136,12/4/2023,3310,Denied,Accident
P94430509,CUST3728,V814453,Volkswagen,6/7/2023,7/2/2025,597,CLM2184,4/26/2024,Bank Transfer,Third Party,AG101,Central,12 months,485,5/3/2024,1221,Denied,Theft
P97246383,CUST3729,V915926,Hyundai,10/20/2022,3/20/2024,1661,CLM2611,12/11/2024,Credit Card,Collision,AG101,Central,12 months,624,4/3/2024,7649,Approved,Flood
P15857374,CUST3730,V578165,Toyota,4/29/2022,1/22/2025,1106,CLM7258,11/23/2024,Bank Transfer,Third Party,AG103,Central,12 months,310,10/3/2024,6117,Approved,Fire
P38569706,CUST3731,V174968,BMW,9/5/2022,9/4/2025,1567,CLM2206,1/21/2023,Bank Transfer,Third Party,AG104,Central,12 months,959,9/17/2023,9663,Denied,Fire
P71001338,CUST3732,V234741,Ford,12/13/2022,7/15/2024,586,CLM7685,5/30/2024,Cash,Third Party,AG104,Central,12 months,998,9/10/2024,7854,Denied,Fire
P61728261,CUST3733,V356123,Honda,11/20/2022,2/3/2025,570,CLM9339,9/5/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,257,10/19/2024,7310,Pending,Fire
P88342038,CUST3734,V287962,Hyundai,3/4/2022,2/15/2025,1613,CLM9030,8/30/2023,Cash,Comprehensive,AG100,Central,12 months,931,12/5/2023,4422,Pending,Accident
P60819548,CUST3735,V616632,Hyundai,6/18/2023,11/27/2024,1647,CLM1873,4/7/2023,Credit Card,Third Party,AG103,Central,12 months,759,3/20/2024,9104,Denied,Fire
P46154281,CUST3736,V513779,Nissan,6/5/2023,12/24/2024,1168,CLM4883,3/6/2024,Cash,Collision,AG101,Central,12 months,598,5/11/2024,2817,Denied,Accident
P40874834,CUST3737,V591044,BMW,6/6/2022,10/6/2025,1828,CLM6240,1/11/2023,Credit Card,Comprehensive,AG105,Central,12 months,836,7/22/2023,4755,Pending,Vandalism
P65285249,CUST3738,V483787,Hyundai,5/19/2023,8/17/2024,1626,CLM9879,12/4/2024,Cash,Comprehensive,AG103,Central,12 months,793,4/7/2023,1748,Pending,Vandalism
P62541177,CUST3739,V820711,Toyota,3/18/2023,8/21/2025,1430,CLM4800,12/17/2023,Credit Card,Third Party,AG108,Central,12 months,138,9/21/2023,8414,Pending,Accident
P21930173,CUST3740,V733402,Ford,5/1/2023,4/26/2024,1650,CLM3256,11/28/2023,Credit Card,Comprehensive,AG103,Central,12 months,393,3/24/2024,3971,Pending,Vandalism
P34329230,CUST3741,V386566,Volkswagen,9/15/2022,7/28/2024,1219,CLM1300,7/28/2023,Bank Transfer,Comprehensive,AG104,Central,12 months,198,2/9/2024,5874,Pending,Theft
P47905929,CUST3742,V193175,Toyota,7/6/2022,5/15/2025,746,CLM3186,3/9/2024,Cash,Collision,AG103,Central,12 months,150,4/17/2024,3065,Denied,Accident
P61386997,CUST3743,V582040,Kia,7/10/2023,12/5/2024,1669,CLM9282,9/26/2024,Cash,Comprehensive,AG103,Central,12 months,973,5/14/2024,7874,Pending,Vandalism
P73685297,CUST3744,V905764,Mercedes,8/17/2022,5/20/2025,1187,CLM2347,12/7/2023,Bank Transfer,Collision,AG101,Central,12 months,876,2/14/2023,6979,Denied,Vandalism
P59189374,CUST3745,V393408,Chevrolet,2/14/2022,12/23/2024,509,CLM1062,11/28/2023,Bank Transfer,Third Party,AG102,Central,12 months,774,8/14/2024,7139,Approved,Vandalism
P72453463,CUST3746,V596353,BMW,5/7/2022,9/21/2025,1936,CLM4419,11/13/2024,Bank Transfer,Third Party,AG100,Central,12 months,556,5/27/2024,4151,Denied,Flood
P54455429,CUST3747,V691107,Ford,5/27/2022,5/9/2024,1173,CLM4105,5/3/2024,Bank Transfer,Third Party,AG101,Central,12 months,617,5/28/2023,4250,Approved,Flood
P13973263,CUST3748,V179053,Volkswagen,5/10/2022,6/15/2024,801,CLM7197,2/23/2023,Cash,Third Party,AG103,Central,12 months,911,12/17/2024,6695,Denied,Fire
P18025476,CUST3749,V961919,Ford,11/2/2022,2/6/2024,698,CLM7632,9/20/2023,Bank Transfer,Third Party,AG108,Central,12 months,223,12/1/2023,2299,Approved,Fire
P49713540,CUST3750,V225218,Honda,4/24/2022,12/8/2024,502,CLM3767,6/15/2024,Credit Card,Third Party,AG103,Central,12 months,373,12/15/2023,9076,Denied,Fire
P71393568,CUST3751,V581885,Hyundai,9/12/2023,12/12/2025,1699,CLM5802,11/6/2023,Bank Transfer,Comprehensive,AG104,Central,12 months,610,2/8/2024,9203,Approved,Theft
P32571712,CUST3752,V568197,Volkswagen,2/9/2023,8/31/2024,1686,CLM5852,11/27/2024,Cash,Comprehensive,AG103,Central,12 months,984,9/3/2023,9833,Pending,Theft
P47989216,CUST3753,V500243,Nissan,3/6/2022,12/31/2025,1226,CLM3734,3/8/2023,Credit Card,Third Party,AG103,Central,12 months,922,11/12/2023,1635,Denied,Fire
P29268083,CUST3754,V647467,Kia,10/23/2023,11/20/2024,1142,CLM8937,2/26/2023,Cash,Comprehensive,AG100,Central,12 months,610,10/31/2024,8221,Denied,Flood
P88980159,CUST3755,V534847,Toyota,10/19/2023,4/26/2025,1036,CLM7951,9/20/2024,Credit Card,Collision,AG101,Central,12 months,729,12/13/2023,5122,Pending,Vandalism
P39995632,CUST3756,V227058,Ford,12/20/2023,5/27/2024,827,CLM4156,11/28/2023,Cash,Collision,AG101,Central,12 months,866,7/16/2023,9219,Pending,Flood
P69037284,CUST3757,V814402,Hyundai,4/16/2023,6/2/2024,1206,CLM5272,5/21/2024,Bank Transfer,Comprehensive,AG105,Central,12 months,509,1/11/2023,4805,Pending,Vandalism
